order_date,product_id,category,quantity,revenue,unit_cost,margin,margin_rate,client_id,country,channel
2025-07-13,Jew-898471,Jewelry,7,117.47,88.27,29.2,24.86,C-33068412,Denmark,Web
2025-03-08,Ele-993511,Electronics,7,206.17,148.61,57.56,27.92,C-31524373,Japan,Phone
2024-08-19,Toy-599568,Toys,7,426.37,225.6,200.77,47.09,C-46702549,Germany,Web
2024-04-03,Toy-855631,Toys,12,400.25,217.73,182.52,45.6,C-76305274,United Kingdom,Store
2022-09-06,Boo-716271,Books,4,137.25,62.6,74.65,54.39,C-90348587,Spain,Social Media
2024-01-15,Toy-274607,Toys,13,126.05,66.32,59.73,47.39,C-70499886,Sweden,Phone
2022-11-04,Off-999418,Office,3,117.52,66.43,51.09,43.47,C-03523735,Denmark,Email
2023-07-27,Foo-350758,Food,9,172.92,82.89,90.03,52.06,C-62568079,Sweden,App
2025-05-27,Mus-956413,Music,13,251.61,131.39,120.22,47.78,C-30319793,Australia,Web
2024-03-08,Fur-252046,Furniture,1,222.14,131.55,90.59,40.78,C-69738704,Canada,Marketplace
2024-09-27,Clo-661520,Clothing,6,113.05,67.53,45.52,40.27,C-89655900,Sweden,Email
2024-01-31,Boo-372984,Books,8,69.57,31.21,38.36,55.14,C-29902571,Belgium,Web
2022-10-20,Tra-027682,Travel,17,11.23,6.41,4.82,42.92,C-31524373,Portugal,Web
2023-02-14,Tra-914208,Travel,18,81.21,41.35,39.86,49.08,C-43547388,United Kingdom,Email
2022-07-17,Clo-222183,Clothing,4,354.15,191.2,162.95,46.01,C-55955048,France,Web
2022-03-21,Jew-105446,Jewelry,12,125.6,93.05,32.55,25.92,C-06613536,Spain,Social Media
2025-11-09,Clo-358545,Clothing,16,236.96,143.08,93.88,39.62,C-00687619,Australia,Social Media
2022-05-17,Clo-676765,Clothing,18,297.69,186.62,111.07,37.31,C-89039545,France,Web
2022-08-01,Tra-170148,Travel,10,443.99,220.38,223.61,50.36,C-52317772,Spain,Marketplace
2023-09-11,Boo-926830,Books,4,444.98,193.52,251.46,56.51,C-07056075,Portugal,App
2024-08-17,Ele-430726,Electronics,2,374.14,285.34,88.8,23.73,C-08633461,Australia,Phone
2025-05-15,Off-085065,Office,15,22.4,13.88,8.52,38.04,C-50731835,Poland,Store
2025-03-02,Spo-548815,Sports,9,289.66,157.53,132.13,45.62,C-71466492,United States,App
2022-06-15,Toy-101019,Toys,15,394.36,218.63,175.73,44.56,C-18603604,Italy,Email
2023-03-06,Toy-212694,Toys,5,13.56,6.94,6.62,48.82,C-89039545,Switzerland,Marketplace
2025-04-18,Foo-827745,Food,19,277.09,157.92,119.17,43.01,C-33021481,Switzerland,Email
2022-05-01,Boo-546065,Books,3,429.59,204.41,225.18,52.42,C-12527233,Poland,Email
2025-04-12,Foo-062382,Food,17,239.68,121.42,118.26,49.34,C-70499886,United Kingdom,Email
2022-11-27,Fur-959766,Furniture,13,7.03,4.06,2.97,42.25,C-22244580,Poland,Email
2024-12-27,Fur-479218,Furniture,3,10.45,6.33,4.12,39.43,C-27871303,Mexico,Marketplace
2025-03-07,Foo-298643,Food,4,211.23,105.2,106.03,50.2,C-29059731,Mexico,App
2025-08-24,Boo-801822,Books,18,81.73,38.34,43.39,53.09,C-23784180,Mexico,App
2025-09-15,Foo-963085,Food,3,333.9,161.74,172.16,51.56,C-05606972,Denmark,Email
2025-06-15,Toy-783894,Toys,14,355.86,168.62,187.24,52.62,C-33615360,Norway,Web
2025-01-04,Aut-582141,Automotive,16,93.05,70.51,22.54,24.22,C-24476151,United States,App
2025-03-20,Bea-017921,Beauty,12,444.82,235.8,209.02,46.99,C-88895592,Netherlands,Phone
2023-09-12,Tra-958364,Travel,11,223.74,123.76,99.98,44.69,C-75699845,Australia,Email
2025-09-01,Tra-295089,Travel,2,75.71,38.29,37.42,49.43,C-88967135,Switzerland,App
2022-02-06,Mus-411976,Music,1,383.3,214.38,168.92,44.07,C-40806894,Japan,Web
2024-08-21,Clo-171578,Clothing,13,396.04,209.74,186.3,47.04,C-96620664,Poland,Marketplace
2024-04-24,Bea-762656,Beauty,18,321.45,165.21,156.24,48.6,C-88895592,Italy,Social Media
2025-02-23,Off-973487,Office,18,427.47,217.93,209.54,49.02,C-82393409,Mexico,Web
2024-03-07,Boo-527531,Books,13,370.0,194.37,175.63,47.47,C-07996478,United States,App
2022-10-13,Gar-750987,Garden,4,441.69,230.25,211.44,47.87,C-71466492,United Kingdom,Store
2025-06-17,Bea-659026,Beauty,1,219.77,109.99,109.78,49.95,C-52832921,United States,Phone
2024-06-05,Mus-213929,Music,15,375.06,203.46,171.6,45.75,C-50356406,Denmark,App
2022-08-08,Fur-281555,Furniture,17,499.88,301.31,198.57,39.72,C-53161780,Austria,Phone
2024-10-27,Jew-346084,Jewelry,6,363.84,284.03,79.81,21.94,C-81507503,Switzerland,Store
2022-08-04,Clo-715486,Clothing,5,61.52,33.05,28.47,46.28,C-53588388,Denmark,Web
2023-11-12,Mus-285730,Music,1,261.57,123.51,138.06,52.78,C-00734746,Austria,Social Media
2022-10-20,Spo-342312,Sports,16,295.74,182.42,113.32,38.32,C-20753265,Norway,Social Media
2022-02-12,Gar-853942,Garden,14,91.23,48.22,43.01,47.14,C-29289808,Japan,Store
2025-08-23,Boo-583150,Books,5,481.63,203.77,277.86,57.69,C-27585887,Belgium,Marketplace
2025-01-21,Clo-502381,Clothing,3,91.91,49.3,42.61,46.36,C-76469767,Japan,Store
2025-07-16,Off-001258,Office,3,92.89,58.19,34.7,37.36,C-70657289,Germany,Store
2023-11-24,Bea-105356,Beauty,12,458.01,239.38,218.63,47.73,C-49397780,Portugal,Email
2025-05-23,Fur-805926,Furniture,18,235.28,136.85,98.43,41.84,C-35609087,Canada,Web
2024-08-16,Ele-828634,Electronics,9,36.28,27.13,9.15,25.22,C-03903537,Netherlands,Phone
2022-04-24,Aut-406744,Automotive,17,301.1,227.29,73.81,24.51,C-59159872,Switzerland,Phone
2025-04-23,Spo-084673,Sports,17,302.9,183.54,119.36,39.41,C-19241305,Italy,App
2024-07-09,Gar-743074,Garden,18,36.93,19.26,17.67,47.85,C-38156171,United Kingdom,Phone
2025-02-22,Aut-641651,Automotive,3,486.4,347.97,138.43,28.46,C-33543222,Canada,Marketplace
2025-02-02,Clo-915271,Clothing,18,274.29,168.18,106.11,38.69,C-22244580,Sweden,Email
2022-08-25,Fur-866976,Furniture,15,282.1,148.17,133.93,47.48,C-08778513,Australia,Phone
2023-10-15,Fur-077400,Furniture,1,262.46,154.93,107.53,40.97,C-20077461,Australia,Email
2022-06-07,Mus-655316,Music,3,307.31,158.32,148.99,48.48,C-39866633,Switzerland,Phone
2024-06-26,Tra-360867,Travel,7,135.83,71.32,64.51,47.49,C-59063277,Japan,Store
2024-08-18,Tra-107148,Travel,10,147.18,73.29,73.89,50.2,C-95815641,Mexico,Web
2025-07-21,Bea-199479,Beauty,9,258.11,137.0,121.11,46.92,C-86869118,Italy,Email
2024-05-02,Mus-584877,Music,9,404.31,210.02,194.29,48.05,C-39444395,Switzerland,Phone
2025-02-14,Toy-162504,Toys,8,29.68,13.71,15.97,53.81,C-00309261,Belgium,Marketplace
2024-06-04,Bea-932706,Beauty,6,303.69,196.06,107.63,35.44,C-98150790,Spain,Phone
2022-03-01,Toy-078637,Toys,1,404.36,233.41,170.95,42.28,C-00332978,Switzerland,Social Media
2023-02-05,Tra-492387,Travel,16,82.67,38.6,44.07,53.31,C-29289808,Australia,Social Media
2024-04-07,Mus-389232,Music,10,12.44,5.41,7.03,56.51,C-75689785,Portugal,Web
2025-04-18,Toy-540526,Toys,11,159.79,80.48,79.31,49.63,C-84224210,United Kingdom,Marketplace
2025-06-09,Spo-797611,Sports,12,296.13,191.09,105.04,35.47,C-00687619,United States,App
2023-04-21,Mus-483501,Music,3,73.45,34.97,38.48,52.39,C-86960877,Germany,Web
2023-10-17,Tra-259058,Travel,6,215.93,107.38,108.55,50.27,C-10235413,France,Phone
2024-04-24,Bea-030793,Beauty,8,278.4,168.58,109.82,39.45,C-53161780,Portugal,Email
2024-07-12,Hea-008004,Health,13,301.45,149.22,152.23,50.5,C-98634937,United Kingdom,Email
2025-06-22,Mus-114462,Music,19,140.83,66.31,74.52,52.91,C-99655860,Australia,Phone
2023-09-30,Ele-807548,Electronics,8,203.01,148.02,54.99,27.09,C-47893692,Brazil,App
2023-10-11,Gar-910871,Garden,13,390.28,212.4,177.88,45.58,C-54573275,United States,Store
2022-08-01,Tra-872479,Travel,4,470.9,221.87,249.03,52.88,C-12580430,Mexico,App
2024-09-16,Foo-900349,Food,3,431.63,229.76,201.87,46.77,C-98731171,Norway,Web
2024-03-14,Foo-217584,Food,3,284.32,164.52,119.8,42.14,C-05606972,Canada,Marketplace
2022-05-08,Bea-556144,Beauty,12,208.09,120.09,88.0,42.29,C-32651600,Belgium,App
2024-08-09,Bea-755906,Beauty,5,169.81,102.31,67.5,39.75,C-68477878,United States,Phone
2022-08-05,Aut-733711,Automotive,6,66.85,45.96,20.89,31.25,C-89002813,Australia,Store
2023-12-12,Gar-002488,Garden,18,57.74,30.19,27.55,47.71,C-85186653,Mexico,Marketplace
2022-01-20,Gar-345576,Garden,14,345.74,163.63,182.11,52.67,C-03244042,Switzerland,Phone
2024-12-19,Spo-857584,Sports,5,133.6,79.88,53.72,40.21,C-53161780,Norway,Social Media
2023-11-06,Bea-902763,Beauty,11,131.06,71.06,60.0,45.78,C-83177447,Sweden,Social Media
2023-12-15,Gar-032791,Garden,9,499.11,249.66,249.45,49.98,C-36670530,Belgium,Marketplace
2024-01-09,Off-624929,Office,17,98.02,49.99,48.03,49.0,C-73916205,Poland,Email
2025-02-26,Aut-772991,Automotive,12,78.29,55.67,22.62,28.89,C-28416438,France,Email
2023-07-11,Toy-031027,Toys,1,53.85,27.78,26.07,48.41,C-53588388,United States,Web
2022-07-16,Fur-143663,Furniture,1,292.0,164.06,127.94,43.82,C-15114461,Spain,App
2024-07-24,Fur-004726,Furniture,4,315.79,154.53,161.26,51.07,C-49269738,Austria,App
2023-11-09,Toy-760758,Toys,18,185.79,99.34,86.45,46.53,C-89039545,Australia,Email
2023-05-19,Boo-790565,Books,17,270.03,127.81,142.22,52.67,C-37096293,Poland,Marketplace
2025-06-24,Tra-711041,Travel,12,395.26,205.46,189.8,48.02,C-99169652,Canada,App
2024-01-08,Aut-852712,Automotive,12,409.96,312.91,97.05,23.67,C-89120419,Poland,Social Media
2024-03-02,Off-325188,Office,5,479.17,260.9,218.27,45.55,C-97657990,United Kingdom,Marketplace
2025-07-07,Gar-872529,Garden,1,413.01,200.05,212.96,51.56,C-32817405,Norway,Email
2025-10-02,Hea-160885,Health,19,284.6,155.75,128.85,45.27,C-98634937,Mexico,Phone
2022-07-16,Aut-090105,Automotive,7,93.93,72.75,21.18,22.55,C-18275651,Australia,App
2025-02-04,Mus-661300,Music,15,54.38,26.78,27.6,50.75,C-05606972,Austria,Store
2024-02-20,Toy-229425,Toys,14,31.98,17.85,14.13,44.18,C-40198582,Switzerland,Email
2024-01-14,Off-547484,Office,3,334.93,200.43,134.5,40.16,C-76305274,Switzerland,Email
2025-03-29,Ele-792649,Electronics,5,404.73,304.29,100.44,24.82,C-68115278,Portugal,Phone
2023-02-26,Jew-543721,Jewelry,6,256.8,196.39,60.41,23.52,C-49815276,Austria,Web
2025-05-15,Clo-797366,Clothing,11,32.08,18.0,14.08,43.89,C-18860816,Germany,Store
2025-08-29,Tra-054377,Travel,19,270.06,140.16,129.9,48.1,C-82393409,Brazil,Email
2023-03-08,Toy-990908,Toys,2,468.2,241.57,226.63,48.4,C-86027215,Germany,Store
2024-07-14,Hea-479025,Health,12,300.82,171.25,129.57,43.07,C-83181257,Poland,App
2022-08-23,Gar-812630,Garden,14,405.67,209.89,195.78,48.26,C-76305274,Mexico,Marketplace
2022-11-23,Hea-458589,Health,9,401.08,194.11,206.97,51.6,C-37064939,Poland,Social Media
2024-07-22,Hea-568645,Health,16,466.4,270.71,195.69,41.96,C-26318434,Brazil,Marketplace
2023-04-24,Bea-047787,Beauty,17,386.26,232.81,153.45,39.73,C-41162591,United States,App
2023-03-04,Bea-943867,Beauty,17,375.11,241.02,134.09,35.75,C-78345155,Germany,App
2023-10-28,Spo-702819,Sports,2,120.88,69.59,51.29,42.43,C-68320563,Portugal,Social Media
2025-01-28,Toy-679379,Toys,10,34.66,15.95,18.71,53.98,C-52309125,Germany,Store
2025-06-15,Spo-972431,Sports,11,261.21,139.96,121.25,46.42,C-04097034,Norway,Store
2025-02-04,Toy-347419,Toys,3,66.59,36.66,29.93,44.95,C-72683595,United States,Phone
2024-05-07,Tra-418805,Travel,2,481.29,220.82,260.47,54.12,C-53588388,Belgium,Marketplace
2025-10-19,Aut-981176,Automotive,4,148.51,114.47,34.04,22.92,C-60360898,Brazil,Web
2023-10-04,Clo-041113,Clothing,8,427.21,231.65,195.56,45.78,C-81382259,Mexico,App
2024-03-21,Hea-404309,Health,19,196.87,117.3,79.57,40.42,C-71792763,United Kingdom,Social Media
2024-12-02,Tra-202869,Travel,18,164.98,90.83,74.15,44.94,C-06719412,Australia,Marketplace
2023-07-29,Aut-772362,Automotive,1,467.9,358.94,108.96,23.29,C-24439520,Portugal,Phone
2025-01-01,Jew-478592,Jewelry,2,184.84,133.34,51.5,27.86,C-54573275,Spain,Social Media
2024-10-15,Fur-965444,Furniture,8,198.19,111.66,86.53,43.66,C-29619413,France,Store
2025-08-20,Foo-649470,Food,10,57.52,26.69,30.83,53.6,C-24208719,Japan,Email
2024-10-25,Mus-810224,Music,19,336.87,151.03,185.84,55.17,C-55196648,France,Phone
2024-03-13,Off-741546,Office,7,147.98,79.95,68.03,45.97,C-11497390,Sweden,Store
2025-10-04,Toy-520109,Toys,17,294.87,161.09,133.78,45.37,C-64872090,Austria,Marketplace
2023-02-04,Jew-369256,Jewelry,3,297.72,209.14,88.58,29.75,C-59020319,Belgium,Phone
2023-08-18,Fur-707561,Furniture,15,361.0,218.92,142.08,39.36,C-15180327,Portugal,Web
2025-12-27,Gar-938531,Garden,4,373.89,175.7,198.19,53.01,C-77349636,Portugal,Store
2025-02-04,Boo-523841,Books,17,259.65,118.52,141.13,54.35,C-51948660,France,Social Media
2022-04-27,Clo-496824,Clothing,11,168.84,86.47,82.37,48.79,C-61590378,United Kingdom,App
2023-01-18,Off-739205,Office,6,419.54,251.71,167.83,40.0,C-10606874,Sweden,Phone
2024-05-08,Spo-596669,Sports,17,158.38,85.27,73.11,46.16,C-68477878,Portugal,App
2022-03-23,Spo-400026,Sports,10,256.22,162.7,93.52,36.5,C-36956215,Italy,Web
2024-04-11,Aut-146300,Automotive,1,203.62,149.26,54.36,26.7,C-30106590,France,Marketplace
2024-05-22,Off-821657,Office,18,428.26,266.94,161.32,37.67,C-89655900,Germany,Web
2023-10-15,Bea-989922,Beauty,14,218.8,118.93,99.87,45.64,C-00785431,Norway,Social Media
2024-01-04,Fur-026187,Furniture,19,196.12,106.61,89.51,45.64,C-62286818,Austria,Phone
2025-12-04,Boo-397457,Books,18,346.46,174.66,171.8,49.59,C-29402344,Canada,Web
2022-03-11,Jew-674853,Jewelry,1,303.21,237.47,65.74,21.68,C-81701957,Norway,Phone
2023-01-22,Clo-010729,Clothing,1,58.09,32.72,25.37,43.67,C-69738704,Sweden,App
2023-06-08,Tra-798981,Travel,9,256.54,145.21,111.33,43.4,C-86869118,Poland,Email
2022-10-24,Fur-300157,Furniture,14,369.06,183.25,185.81,50.35,C-88236125,Norway,Phone
2023-09-09,Boo-810779,Books,3,496.08,251.17,244.91,49.37,C-00185139,Sweden,Store
2023-12-20,Foo-168280,Food,12,316.43,158.92,157.51,49.78,C-64872090,Japan,Store
2024-12-24,Toy-851204,Toys,17,188.3,87.22,101.08,53.68,C-35351485,Brazil,Phone
2022-06-27,Tra-826810,Travel,17,116.95,58.51,58.44,49.97,C-59599047,Brazil,Email
2024-10-28,Spo-001998,Sports,2,437.05,277.28,159.77,36.56,C-20756941,Australia,Marketplace
2025-03-28,Tra-977774,Travel,6,408.21,235.73,172.48,42.25,C-07524093,Germany,Phone
2022-01-11,Jew-443499,Jewelry,1,120.79,89.3,31.49,26.07,C-00734746,Norway,Social Media
2024-02-24,Spo-690120,Sports,12,104.31,66.26,38.05,36.48,C-46512703,Italy,Marketplace
2023-02-15,Jew-374316,Jewelry,4,358.99,269.59,89.4,24.9,C-98924148,Belgium,Phone
2024-06-10,Aut-778095,Automotive,16,160.9,120.95,39.95,24.83,C-28416438,Netherlands,Email
2023-08-30,Bea-638388,Beauty,11,156.67,79.4,77.27,49.32,C-98828718,Germany,Web
2022-06-04,Jew-942593,Jewelry,10,80.38,60.75,19.63,24.42,C-41465877,Portugal,Web
2025-05-14,Spo-758704,Sports,8,135.67,71.79,63.88,47.08,C-38156171,Spain,Web
2025-02-12,Aut-377544,Automotive,2,216.62,153.12,63.5,29.31,C-60115111,Japan,Social Media
2025-11-03,Jew-552025,Jewelry,8,367.75,278.27,89.48,24.33,C-57398717,Spain,Phone
2023-08-22,Foo-196822,Food,1,171.47,97.92,73.55,42.89,C-98634937,Portugal,Store
2024-04-03,Tra-038514,Travel,7,167.66,87.67,79.99,47.71,C-15874792,Australia,Email
2022-12-16,Bea-718142,Beauty,14,146.03,93.52,52.51,35.96,C-00785431,Austria,App
2025-01-26,Jew-189019,Jewelry,4,241.75,188.81,52.94,21.9,C-35175326,Portugal,App
2024-07-31,Aut-449349,Automotive,17,94.42,65.68,28.74,30.44,C-09005290,Austria,Web
2022-01-19,Gar-954041,Garden,2,245.39,126.24,119.15,48.56,C-61449721,Portugal,Phone
2022-11-09,Fur-496387,Furniture,2,353.57,202.8,150.77,42.64,C-38184234,Austria,Web
2024-07-15,Ele-123549,Electronics,8,19.75,15.68,4.07,20.61,C-47387368,Denmark,Phone
2023-06-12,Boo-050232,Books,7,9.84,5.39,4.45,45.22,C-14937270,Sweden,Web
2023-07-11,Ele-619054,Electronics,8,42.19,32.75,9.44,22.37,C-18275651,Australia,Social Media
2023-03-21,Gar-206225,Garden,17,270.15,145.97,124.18,45.97,C-05034158,Australia,App
2022-08-19,Ele-272605,Electronics,17,427.96,331.95,96.01,22.43,C-89173167,Poland,Marketplace
2023-09-17,Gar-082394,Garden,7,7.42,3.7,3.72,50.13,C-79560171,Mexico,Store
2024-10-07,Clo-271467,Clothing,5,468.65,254.26,214.39,45.75,C-73684347,Germany,Marketplace
2024-06-07,Gar-770910,Garden,15,57.61,31.78,25.83,44.84,C-47521630,Australia,Store
2022-12-25,Gar-205611,Garden,2,421.78,245.5,176.28,41.79,C-22479698,Mexico,Social Media
2025-11-07,Hea-440499,Health,11,244.01,147.81,96.2,39.42,C-55942318,Denmark,Store
2022-02-13,Gar-299184,Garden,17,331.38,168.27,163.11,49.22,C-03018434,Sweden,Social Media
2025-10-20,Foo-139750,Food,13,257.79,146.81,110.98,43.05,C-40198582,Japan,App
2024-05-26,Fur-670109,Furniture,4,241.14,144.49,96.65,40.08,C-77361430,Netherlands,Phone
2025-02-08,Toy-778931,Toys,18,418.28,222.11,196.17,46.9,C-89655900,Spain,Phone
2022-08-11,Jew-347172,Jewelry,14,379.16,278.59,100.57,26.52,C-50369419,Austria,Store
2025-11-10,Boo-879166,Books,19,244.28,120.4,123.88,50.71,C-47387368,Mexico,Web
2024-06-20,Bea-213259,Beauty,3,60.26,35.41,24.85,41.24,C-89002813,Norway,Web
2025-07-12,Fur-353040,Furniture,4,62.12,35.09,27.03,43.51,C-72017598,Spain,Phone
2022-09-28,Spo-610081,Sports,9,401.76,241.26,160.5,39.95,C-67407359,Canada,Social Media
2022-07-31,Toy-863131,Toys,14,267.05,149.58,117.47,43.99,C-17194573,Sweden,App
2025-08-30,Clo-629123,Clothing,17,243.39,127.9,115.49,47.45,C-78115006,Poland,Social Media
2025-11-11,Clo-084321,Clothing,2,341.88,189.78,152.1,44.49,C-75340146,Portugal,Marketplace
2022-09-04,Mus-217901,Music,14,430.13,215.94,214.19,49.8,C-45261324,Italy,Marketplace
2024-08-05,Tra-158989,Travel,16,316.29,153.98,162.31,51.32,C-24476151,United States,Marketplace
2024-03-31,Gar-191487,Garden,19,382.61,228.4,154.21,40.3,C-06990710,Canada,Web
2025-10-05,Fur-117004,Furniture,16,383.81,198.37,185.44,48.32,C-08633461,Australia,Email
2022-03-13,Aut-974832,Automotive,11,181.35,131.83,49.52,27.31,C-25536539,France,Marketplace
2025-08-12,Hea-646585,Health,14,140.67,83.39,57.28,40.72,C-42855881,Poland,Store
2025-05-21,Ele-769328,Electronics,7,401.58,284.32,117.26,29.2,C-78075298,Mexico,Marketplace
2022-10-22,Spo-750837,Sports,5,191.7,120.14,71.56,37.33,C-34832593,Brazil,Web
2022-06-20,Clo-804017,Clothing,8,452.15,264.8,187.35,41.44,C-93526944,Italy,Store
2022-09-03,Boo-742466,Books,17,39.5,15.99,23.51,59.52,C-18975970,Canada,App
2025-03-10,Clo-147732,Clothing,14,33.82,21.49,12.33,36.46,C-00687619,Sweden,Social Media
2023-09-09,Bea-775375,Beauty,10,463.87,234.66,229.21,49.41,C-53591004,United Kingdom,Social Media
2022-08-28,Jew-188722,Jewelry,12,325.99,244.99,81.0,24.85,C-43416057,Poland,Email
2022-11-07,Clo-357925,Clothing,5,192.9,97.87,95.03,49.26,C-00881675,Brazil,Store
2025-12-10,Bea-377462,Beauty,8,378.75,193.42,185.33,48.93,C-31890440,Canada,Email
2023-02-02,Fur-117273,Furniture,12,337.8,204.1,133.7,39.58,C-23784180,United Kingdom,Store
2024-07-11,Fur-449029,Furniture,4,267.94,157.34,110.6,41.28,C-36670530,Mexico,Email
2024-03-02,Hea-711953,Health,13,53.94,26.84,27.1,50.24,C-48015007,Japan,Social Media
2022-01-22,Tra-990440,Travel,17,407.03,215.99,191.04,46.94,C-08778513,United States,Social Media
2025-01-06,Mus-754801,Music,5,433.68,230.39,203.29,46.88,C-67768574,Canada,Store
2024-03-23,Toy-256133,Toys,6,90.22,51.03,39.19,43.44,C-61199858,Italy,Social Media
2024-06-22,Clo-228776,Clothing,9,426.0,242.92,183.08,42.98,C-62286818,Norway,Phone
2024-04-11,Boo-006968,Books,5,439.53,234.98,204.55,46.54,C-52874779,Norway,Phone
2025-10-08,Clo-067249,Clothing,2,276.97,159.58,117.39,42.38,C-26585447,Switzerland,Email
2025-10-26,Mus-140312,Music,3,329.81,170.3,159.51,48.36,C-28416438,Japan,App
2024-11-10,Off-697903,Office,11,194.21,121.82,72.39,37.27,C-71670241,Norway,Marketplace
2023-05-22,Boo-822551,Books,10,144.49,62.91,81.58,56.46,C-96989572,United States,Phone
2022-06-09,Foo-892829,Food,3,362.38,172.23,190.15,52.47,C-17194573,Germany,Email
2024-01-14,Gar-947542,Garden,9,431.63,219.22,212.41,49.21,C-21743815,Japan,Marketplace
2025-10-16,Toy-799532,Toys,8,328.77,154.97,173.8,52.86,C-86214823,Spain,App
2024-03-23,Foo-304938,Food,16,258.24,127.22,131.02,50.74,C-47610621,Brazil,Marketplace
2025-08-13,Off-366663,Office,2,83.67,49.92,33.75,40.34,C-67135312,Italy,Marketplace
2025-10-07,Off-572409,Office,10,31.46,17.68,13.78,43.8,C-64359100,Australia,Marketplace
2022-06-29,Mus-795575,Music,14,225.62,106.61,119.01,52.75,C-18603604,Germany,Web
2025-11-19,Clo-321520,Clothing,5,29.43,16.34,13.09,44.48,C-59063277,Canada,Phone
2022-08-01,Mus-607432,Music,1,286.82,128.28,158.54,55.28,C-52693891,Netherlands,Email
2023-06-14,Mus-892960,Music,13,194.45,93.85,100.6,51.74,C-59020319,Japan,Email
2025-11-19,Off-606304,Office,4,379.81,220.75,159.06,41.88,C-23795358,Austria,App
2022-01-27,Toy-130604,Toys,9,156.3,73.16,83.14,53.19,C-13019908,Poland,Email
2024-07-27,Foo-463110,Food,16,298.53,177.9,120.63,40.41,C-83828724,Netherlands,Social Media
2024-05-19,Ele-211817,Electronics,19,271.15,201.82,69.33,25.57,C-88967135,Mexico,Phone
2023-03-14,Clo-340881,Clothing,14,7.33,4.71,2.62,35.74,C-57606820,Mexico,Store
2022-10-12,Off-068677,Office,8,40.83,21.13,19.7,48.25,C-37051546,Japan,App
2023-10-23,Foo-515884,Food,10,148.73,84.04,64.69,43.49,C-69007306,United Kingdom,App
2023-10-11,Tra-392084,Travel,1,441.71,234.24,207.47,46.97,C-30319793,Netherlands,Email
2022-07-08,Ele-092889,Electronics,5,77.77,60.82,16.95,21.8,C-29402344,Spain,Web
2025-05-07,Ele-601294,Electronics,15,356.89,271.26,85.63,23.99,C-26550289,Brazil,Web
2025-01-30,Fur-409771,Furniture,8,486.82,299.3,187.52,38.52,C-26791353,Australia,Phone
2023-04-24,Hea-447221,Health,10,396.33,221.06,175.27,44.22,C-64976490,Denmark,Marketplace
2023-08-26,Clo-095133,Clothing,6,125.26,77.37,47.89,38.23,C-36175071,Austria,Web
2024-10-11,Ele-292234,Electronics,15,454.64,358.15,96.49,21.22,C-25536539,Denmark,Social Media
2025-06-01,Off-439551,Office,15,51.09,30.29,20.8,40.71,C-53591004,Brazil,Social Media
2023-06-01,Fur-523527,Furniture,10,236.73,131.0,105.73,44.66,C-98924148,Australia,Phone
2024-07-04,Foo-287620,Food,19,444.33,218.13,226.2,50.91,C-94065729,Spain,Marketplace
2022-08-18,Tra-982279,Travel,4,322.43,180.91,141.52,43.89,C-92794892,Poland,Phone
2024-05-18,Bea-850436,Beauty,6,209.75,120.0,89.75,42.79,C-09005290,Spain,Web
2025-02-11,Clo-717833,Clothing,15,149.94,88.93,61.01,40.69,C-00332978,Poland,Marketplace
2025-04-22,Toy-598757,Toys,6,190.67,87.77,102.9,53.97,C-12580430,Australia,Store
2024-01-29,Mus-906551,Music,18,256.93,125.8,131.13,51.04,C-47610621,Canada,Web
2022-02-03,Boo-957809,Books,11,162.93,82.23,80.7,49.53,C-22133517,Belgium,Web
2022-10-23,Boo-387638,Books,12,484.64,236.32,248.32,51.24,C-45182742,France,Web
2023-03-29,Foo-075650,Food,8,466.87,241.5,225.37,48.27,C-74664806,Italy,Web
2025-11-30,Aut-227880,Automotive,14,435.98,306.21,129.77,29.77,C-26318434,Poland,Social Media
2025-02-24,Aut-830089,Automotive,4,213.81,152.01,61.8,28.9,C-07524093,Belgium,Email
2022-05-22,Foo-909702,Food,18,347.19,192.72,154.47,44.49,C-79560171,Canada,Marketplace
2023-10-10,Off-361406,Office,6,451.9,239.12,212.78,47.09,C-32639119,Italy,Social Media
2022-05-08,Ele-162930,Electronics,6,425.96,324.66,101.3,23.78,C-03018434,Sweden,Marketplace
2024-04-14,Hea-905790,Health,19,210.09,116.09,94.0,44.74,C-94303573,France,Store
2024-07-13,Clo-434519,Clothing,2,60.63,39.14,21.49,35.44,C-04847310,Netherlands,Phone
2023-12-31,Boo-920985,Books,4,42.44,17.36,25.08,59.1,C-65359151,United States,Web
2025-10-05,Boo-324985,Books,5,290.65,120.97,169.68,58.38,C-41588750,Canada,App
2023-04-08,Hea-532219,Health,15,323.1,174.75,148.35,45.91,C-26633380,Germany,Phone
2025-06-21,Ele-106951,Electronics,3,425.67,320.41,105.26,24.73,C-49979429,Switzerland,Phone
2023-07-18,Boo-578982,Books,16,149.79,60.81,88.98,59.4,C-82393409,Italy,Social Media
2025-04-24,Mus-270779,Music,13,87.9,47.08,40.82,46.44,C-19678629,United States,Email
2025-06-10,Toy-307396,Toys,12,192.61,99.06,93.55,48.57,C-15180327,France,App
2023-05-29,Clo-207715,Clothing,9,180.02,99.37,80.65,44.8,C-61199858,Norway,Store
2022-01-01,Jew-715114,Jewelry,11,70.57,51.65,18.92,26.81,C-75646845,United States,App
